LSOA21CD,LSOA21NM,borough_name,group,grid_mean_mismatch,grid_mean_lisa_cluster_analytical,grid_local_moran_i_permutation,grid_local_moran_p_permutation,grid_local_moran_q_bh,grid_mean_lisa_cluster_fdr
E01000190,Barnet 014E,Barnet,children_and_adolescents,1.94034531175141,Not significant,0.698668018853727,0.0871,0.152562526315789,Not significant
E01000191,Barnet 014F,Barnet,children_and_adolescents,0.285685815844979,Not significant,0.0934589633014326,0.094,0.160591375770021,Not significant
E01000192,Barnet 018A,Barnet,children_and_adolescents,-0.0121321183603577,Not significant,-0.00456036007687958,0.0708,0.132223569023569,Not significant
E01000193,Barnet 018B,Barnet,children_and_adolescents,0.558342791030762,Not significant,0.173418998504664,0.1283,0.198411895910781,Not significant
E01000194,Barnet 018C,Barnet,children_and_adolescents,0.626821861534539,High-high mismatch cluster,0.305720192202418,0.0091,0.0325876614060258,High-high mismatch cluster
E01000195,Barnet 013A,Barnet,children_and_adolescents,2.67249395383529,High-high mismatch cluster,1.65928645842919,0.0038,0.018328115942029,High-high mismatch cluster
E01000196,Barnet 028A,Barnet,children_and_adolescents,-1.65116191727234,Not significant,-0.0572832550918736,0.4645,0.477017897551944,Not significant
E01000197,Barnet 023A,Barnet,children_and_adolescents,0.228346498965334,Not significant,0.0123425609640723,0.402,0.433711692241193,Not significant
E01000198,Barnet 025A,Barnet,children_and_adolescents,2.14026440424897,Not significant,0.665433064234076,0.0711,0.132486450167973,Not significant
E01000199,Barnet 025B,Barnet,children_and_adolescents,-0.628168263867829,Not significant,-0.0796872943618883,0.34,0.387886497601097,Not significant
E01000200,Barnet 028B,Barnet,children_and_adolescents,0.451654333619447,Not significant,0.0926006590136028,0.2379,0.302649541284404,Not significant
E01000201,Barnet 028C,Barnet,children_and_adolescents,1.60082646886985,High-high mismatch cluster,1.01429752103194,0.0019,0.0112113475177305,High-high mismatch cluster
E01000202,Barnet 028D,Barnet,children_and_adolescents,1.25906462661755,Not significant,0.209851635991626,0.282,0.339865476477684,Not significant
E01000203,Barnet 028E,Barnet,children_and_adolescents,1.5816487318432,Not significant,0.633220998026192,0.0365,0.0856240601503759,Not significant
E01000204,Barnet 025C,Barnet,children_and_adolescents,-0.849798126424178,Not significant,0.0110034641029868,0.4717,0.481637635508284,Not significant
E01000205,Barnet 035A,Barnet,children_and_adolescents,0.982528841103222,Not significant,-0.00257344475252583,0.477,0.484966191446029,Not significant
E01000206,Barnet 033B,Barnet,children_and_adolescents,1.3590286463924,Not significant,0.235924191248777,0.1945,0.26391519434629,Not significant
E01000207,Barnet 033C,Barnet,children_and_adolescents,-0.409966522175319,Not significant,-0.0772327121326305,0.2362,0.301151289251979,Not significant
E01000208,Barnet 033D,Barnet,children_and_adolescents,-0.056355346618367,Not significant,0.00203307900449572,0.4239,0.44928,Not significant
E01000209,Barnet 035B,Barnet,children_and_adolescents,-1.54302440651935,Not significant,-0.101628500748042,0.4315,0.454861772151899,Not significant
E01000210,Barnet 033E,Barnet,children_and_adolescents,0.517674794237258,Not significant,0.0955108333462334,0.2015,0.270327331362537,Not significant
E01000211,Barnet 035C,Barnet,children_and_adolescents,-0.179833190615141,Not significant,-0.0607800375787411,0.0699,0.131082193839219,Not significant
E01000212,Barnet 035D,Barnet,children_and_adolescents,0.306685759947292,Not significant,-0.00454294390733197,0.464,0.476700555669891,Not significant
E01000213,Barnet 033F,Barnet,children_and_adolescents,1.37382913494373,Not significant,0.182531905552164,0.3411,0.388760547945205,Not significant
E01000214,Barnet 038E,Barnet,children_and_adolescents,0.433628067221866,Not significant,0.0641730780682706,0.3075,0.361185882352941,Not significant
E01000215,Barnet 037B,Barnet,children_and_adolescents,2.46052016896021,High-high mismatch cluster,1.719861342823,0.0009,0.00673583208395802,High-high mismatch cluster
E01000216,Barnet 035E,Barnet,children_and_adolescents,0.348696585343922,Not significant,0.104777889658764,0.1157,0.18559588688946,Not significant
E01000217,Barnet 035F,Barnet,children_and_adolescents,1.56462828490456,Not significant,0.833882396804578,0.0328,0.0791385210246496,Not significant
E01000218,Barnet 037C,Barnet,children_and_adolescents,0.915197066638664,Not significant,0.356366084378725,0.0519,0.10728149068323,Not significant
E01000219,Barnet 037D,Barnet,children_and_adolescents,2.83206745839559,Not significant,1.22913352695914,0.0246,0.0647696202531646,Not significant
E01000220,Barnet 037E,Barnet,children_and_adolescents,0.100063402384251,Not significant,0.0568962926269563,0.025,0.065443104352386,Not significant
E01000221,Barnet 039B,Barnet,children_and_adolescents,1.56068409342401,Not significant,0.561723039378856,0.056,0.112651327433628,Not significant
E01000222,Barnet 040C,Barnet,children_and_adolescents,0.924579418893937,Not significant,0.203219841331756,0.2007,0.269616361679225,Not significant
E01000223,Barnet 039C,Barnet,children_and_adolescents,1.47266703964296,Not significant,0.197836860627274,0.272,0.331824761904762,Not significant
E01000224,Barnet 040D,Barnet,children_and_adolescents,0.475229587077372,Not significant,0.0478806555725312,0.3683,0.410797677534614,Not significant
E01000225,Barnet 037F,Barnet,children_and_adolescents,3.02501986671755,High-high mismatch cluster,1.78204815912612,0.0027,0.0143387234042553,High-high mismatch cluster
E01000226,Barnet 018D,Barnet,children_and_adolescents,1.08171598615309,High-high mismatch cluster,0.578840491167063,0.0071,0.0275822568093385,High-high mismatch cluster
E01000227,Barnet 018E,Barnet,children_and_adolescents,1.98344907546383,Not significant,0.908142260765877,0.0273,0.0697449334698055,Not significant
E01000228,Barnet 007A,Barnet,children_and_adolescents,2.64814914887717,High-high mismatch cluster,1.62577240129586,0.0012,0.00830846047156727,High-high mismatch cluster
E01000229,Barnet 013B,Barnet,children_and_adolescents,1.68527320766053,High-high mismatch cluster,1.15379345570107,0.0059,0.024221052631579,High-high mismatch cluster
E01000230,Barnet 013C,Barnet,children_and_adolescents,1.78793890460023,High-high mismatch cluster,0.953033750654067,0.0061,0.0247973941368078,High-high mismatch cluster
E01000231,Barnet 013D,Barnet,children_and_adolescents,1.2344578043828,High-high mismatch cluster,0.925834396475778,0.002,0.0116771929824561,High-high mismatch cluster
E01000232,Barnet 013E,Barnet,children_and_adolescents,1.56833018183427,High-high mismatch cluster,1.03020441593907,0.001,0.00731964809384164,High-high mismatch cluster
E01000233,Barnet 013F,Barnet,children_and_adolescents,2.23376242121541,Not significant,1.01556795898381,0.0444,0.0972552874067574,Not significant
E01000234,Barnet 021D,Barnet,children_and_adolescents,1.89876404398144,Not significant,0.835972064082068,0.0711,0.132486450167973,Not significant
E01000235,Barnet 021E,Barnet,children_and_adolescents,-0.502947556965398,Low-high spatial outlier,-0.27670120848139,0.0019,0.0112113475177305,Low-high spatial outlier
E01000236,Barnet 034A,Barnet,children_and_adolescents,1.88472390015076,High-high mismatch cluster,1.51659293648854,0.0004,0.00385482625482626,High-high mismatch cluster
E01000237,Barnet 032A,Barnet,children_and_adolescents,0.754854792476218,Not significant,0.216238376284497,0.079,0.142422535211268,Not significant
E01000238,Barnet 034B,Barnet,children_and_adolescents,2.02408199465231,High-high mismatch cluster,0.923634964861322,0.0213,0.0588431654676259,Not significant
E01000239,Barnet 031A,Barnet,children_and_adolescents,0.389691701541025,Not significant,0.085202763407623,0.1958,0.265390605484659,Not significant
E01000240,Barnet 031B,Barnet,children_and_adolescents,0.846295756630993,Not significant,0.297103827848884,0.0759,0.13873775173929,Not significant
E01000241,Barnet 031C,Barnet,children_and_adolescents,0.0513514054314091,Not significant,0.0140568869705624,0.1679,0.238723098832242,Not significant
E01000242,Barnet 032B,Barnet,children_and_adolescents,1.28182535059606,Not significant,0.56741218749562,0.0452,0.098317385620915,Not significant
E01000243,Barnet 032C,Barnet,children_and_adolescents,0.0543598729237904,Not significant,0.01041565400691,0.2513,0.314487239909752,Not significant
E01000244,Barnet 032D,Barnet,children_and_adolescents,-0.674941089422762,Not significant,-0.0834281837826507,0.3256,0.375640212618442,Not significant
E01000245,Barnet 032E,Barnet,children_and_adolescents,-0.129323162964593,Not significant,-0.0263559444181198,0.2669,0.327926359832636,Not significant
E01000246,Barnet 002B,Barnet,children_and_adolescents,1.38242471269628,Not significant,0.204758840905798,0.2575,0.319681671226063,Not significant
E01000247,Barnet 002C,Barnet,children_and_adolescents,1.57430975053012,Not significant,0.419485499621785,0.1733,0.243693971830986,Not significant
E01000248,Barnet 001A,Barnet,children_and_adolescents,-0.441150840206268,Not significant,0.0279011642920514,0.4024,0.433983847980998,Not significant
E01000249,Barnet 001B,Barnet,children_and_adolescents,0.00201751829651255,Not significant,0.000419500759675016,0.2045,0.272958288770053,Not significant
E01000250,Barnet 001C,Barnet,children_and_adolescents,-1.08895161604891,Not significant,-0.00327121882938829,0.4933,0.494886173633441,Not significant
E01000251,Barnet 002D,Barnet,children_and_adolescents,0.177712148878452,Not significant,0.0493584447070021,0.1853,0.254890173410405,Not significant
E01000252,Barnet 002E,Barnet,children_and_adolescents,0.0790858572258295,Not significant,0.0260470356867298,0.1456,0.216448838594401,Not significant
E01000253,Barnet 007B,Barnet,children_and_adolescents,2.02059536675131,Not significant,0.711364244416251,0.1656,0.236327958833619,Not significant
E01000254,Barnet 001D,Barnet,children_and_adolescents,0.280173249294371,Not significant,0.0214623920929344,0.4003,0.432531948051948,Not significant
E01000255,Barnet 017A,Barnet,children_and_adolescents,0.335173208482108,High-high mismatch cluster,0.159131006975266,0.0176,0.0514699472759227,Not significant
E01000256,Barnet 016A,Barnet,children_and_adolescents,1.77317432319769,Not significant,0.436252806865455,0.2586,0.320568959523218,Not significant
E01000257,Barnet 017B,Barnet,children_and_adolescents,-0.353912360824004,Not significant,-0.125310769477333,0.0718,0.133392482322293,Not significant
E01000258,Barnet 016B,Barnet,children_and_adolescents,0.220308024135471,Not significant,0.0966628636631675,0.0238,0.0636025695931478,Not significant
E01000259,Barnet 025D,Barnet,children_and_adolescents,1.59140540460251,Not significant,0.323454624302666,0.1959,0.265454071661238,Not significant
E01000260,Barnet 025E,Barnet,children_and_adolescents,1.40255832667881,High-high mismatch cluster,0.649696648876284,0.0068,0.0267709779179811,High-high mismatch cluster
E01000261,Barnet 017C,Barnet,children_and_adolescents,0.817480510135119,High-high mismatch cluster,0.459003632921276,0.0142,0.0445266331658292,High-high mismatch cluster
E01000263,Barnet 016C,Barnet,children_and_adolescents,2.95706409401152,Not significant,1.40980559215639,0.053,0.108744759556104,Not significant
E01000264,Barnet 016D,Barnet,children_and_adolescents,1.37194059310695,High-high mismatch cluster,0.740699356072242,0.0065,0.0259169329073482,High-high mismatch cluster
E01000265,Barnet 011A,Barnet,children_and_adolescents,1.7426393631724,Not significant,0.413236398541046,0.1752,0.245260347728547,Not significant
E01000266,Barnet 011B,Barnet,children_and_adolescents,1.27429495407317,Not significant,0.165106832432642,0.2786,0.337320203735144,Not significant
E01000267,Barnet 005A,Barnet,children_and_adolescents,2.07562983362942,Not significant,0.666359802606768,0.098,0.165723577235772,Not significant
E01000268,Barnet 005B,Barnet,children_and_adolescents,0.370536299600296,Not significant,0.0585011541171983,0.252,0.31512625250501,Not significant
E01000269,Barnet 005C,Barnet,children_and_adolescents,0.128230437342969,Not significant,0.0206505503710116,0.2884,0.344919214183038,Not significant
E01000270,Barnet 005D,Barnet,children_and_adolescents,0.44208630854556,Not significant,0.133885521008501,0.1402,0.210997407295749,Not significant
E01000271,Barnet 008A,Barnet,children_and_adolescents,0.517198228409175,Not significant,0.09901296888696,0.2023,0.270952212389381,Not significant
E01000272,Barnet 008B,Barnet,children_and_adolescents,-0.420036982051413,Not significant,-0.202298633571695,0.0215,0.0592644947542794,Not significant
E01000273,Barnet 008C,Barnet,children_and_adolescents,-0.326181983410297,Not significant,-0.0879535210664385,0.1439,0.214560573476703,Not significant
E01000274,Barnet 011C,Barnet,children_and_adolescents,1.65810138559784,Not significant,0.621391444254366,0.0392,0.0896410444342648,Not significant
E01000275,Barnet 012A,Barnet,children_and_adolescents,0.100617902757021,Not significant,0.0267189193660438,0.1222,0.192133039370079,Not significant
E01000276,Barnet 020A,Barnet,children_and_adolescents,2.8804786154902,High-high mismatch cluster,1.55556215500115,0.0122,0.0400673684210526,High-high mismatch cluster
E01000277,Barnet 012B,Barnet,children_and_adolescents,-1.59950397759743,Not significant,0.084097130446409,0.4097,0.438713617842591,Not significant
E01000278,Barnet 020B,Barnet,children_and_adolescents,2.81631911908521,High-high mismatch cluster,1.88889639836693,0.0082,0.0304571428571429,High-high mismatch cluster
E01000279,Barnet 007C,Barnet,children_and_adolescents,1.28663485284342,High-high mismatch cluster,0.631340545854409,0.0011,0.00778893617021277,High-high mismatch cluster
E01000280,Barnet 007D,Barnet,children_and_adolescents,1.01291293605002,Not significant,0.236903869634005,0.1721,0.242553133822699,Not significant
E01000281,Barnet 008D,Barnet,children_and_adolescents,0.614450009596031,Not significant,0.0549651928701195,0.4026,0.433983847980998,Not significant
E01000282,Barnet 008E,Barnet,children_and_adolescents,0.643998409652142,Not significant,0.0910395000868686,0.2791,0.337598061545917,Not significant
E01000283,Barnet 012C,Barnet,children_and_adolescents,1.34953926152066,Not significant,0.602863512151309,0.0453,0.0984919860627178,Not significant
E01000284,Barnet 012D,Barnet,children_and_adolescents,-0.641998494914582,Not significant,-0.00677431032861515,0.4899,0.493359047811176,Not significant
